banking marketing,,,,,,,,,,,,,,,,,,
customer id and age.,,Customer salary and balance.,,Customer marital status and job with education level.,,particular customer before targeted or not,,Loan types: loans or housing loans,,Contact type,,month of contact,duration of call,,,,outcome of previous contact,response of customer after call happned
19532,47,20000,124,married,"blue-collar,primary",yes,no,no,no,cellular,7,"aug, 2017",1.26666666666667 min,2,-1,0,unknown,no
19533,43,100000,10273,married,"management,secondary",yes,no,no,no,cellular,7,"aug, 2017",5.98333333333333 min,2,-1,0,unknown,no
19534,36,100000,1477,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.18333333333333 min,2,-1,0,unknown,no
19535,59,50000,1675,married,"admin.,secondary",yes,no,no,yes,cellular,7,"aug, 2017",1.88333333333333 min,2,-1,0,unknown,no
19536,32,60000,12,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.88333333333333 min,2,-1,0,unknown,no
19537,50,20000,4108,married,"blue-collar,primary",yes,no,yes,no,cellular,7,"aug, 2017",8.76666666666667 min,2,-1,0,unknown,yes
19538,60,100000,0,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",6.68333333333333 min,3,-1,0,unknown,yes
19539,45,20000,-485,married,"blue-collar,primary",yes,no,yes,no,cellular,7,"aug, 2017",2.03333333333333 min,2,-1,0,unknown,no
19540,32,60000,0,single,"technician,tertiary",no,no,no,no,cellular,7,"aug, 2017",4.46666666666667 min,2,-1,0,unknown,no
19541,36,50000,540,married,"admin.,secondary",yes,no,no,yes,cellular,7,"aug, 2017",1.58333333333333 min,2,-1,0,unknown,no
19542,36,100000,613,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.43333333333333 min,2,-1,0,unknown,no
19543,59,50000,-131,married,"admin.,secondary",yes,yes,no,no,cellular,7,"aug, 2017",2.4 min,2,-1,0,unknown,no
19544,32,100000,1390,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.93333333333333 min,2,-1,0,unknown,no
19545,32,100000,1010,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.11666666666667 min,2,-1,0,unknown,no
19546,58,55000,13,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.53333333333333 min,4,-1,0,unknown,no
19547,30,60000,-232,single,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",1.96666666666667 min,2,-1,0,unknown,no
19548,33,60000,277,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.58333333333333 min,2,-1,0,unknown,no
19549,44,100000,597,married,"management,secondary",yes,no,yes,no,cellular,7,"aug, 2017",2.28333333333333 min,2,-1,0,unknown,no
19550,47,50000,1265,married,"admin.,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.28333333333333 min,2,-1,0,unknown,no
19551,33,60000,83,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.75 min,2,-1,0,unknown,no
19552,34,100000,1048,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.21666666666667 min,2,-1,0,unknown,no
19553,35,100000,616,married,"management,secondary",yes,no,no,yes,cellular,7,"aug, 2017",1.53333333333333 min,2,-1,0,unknown,no
19554,40,60000,153,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.08333333333333 min,2,-1,0,unknown,no
19555,35,100000,175,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",4.28333333333333 min,2,-1,0,unknown,no
19556,36,100000,1318,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",1.66666666666667 min,2,-1,0,unknown,no
19557,59,55000,-471,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.43333333333333 min,6,-1,0,unknown,no
19558,38,100000,470,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.45 min,2,-1,0,unknown,no
19559,36,100000,170,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",8.21666666666667 min,2,-1,0,unknown,no
19560,57,60000,7747,married,"self-employed,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.7 min,2,-1,0,unknown,no
19561,30,60000,-127,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.26666666666667 min,3,-1,0,unknown,no
19562,56,100000,79,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.36666666666667 min,2,-1,0,unknown,no
19563,35,60000,1654,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",2.81666666666667 min,2,-1,0,unknown,no
19564,33,60000,3107,married,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",3.01666666666667 min,2,-1,0,unknown,no
19565,42,100000,100,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.06666666666667 min,2,-1,0,unknown,no
19566,47,100000,4495,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",2.6 min,8,-1,0,unknown,no
19567,42,100000,441,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",4.93333333333333 min,9,-1,0,unknown,no
19568,30,60000,694,married,"self-employed,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.08333333333333 min,4,-1,0,unknown,no
19569,32,16000,3469,married,"housemaid,secondary",yes,no,no,no,cellular,7,"aug, 2017",5.1 min,2,-1,0,unknown,no
19570,55,100000,543,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.01666666666667 min,2,-1,0,unknown,no
19571,46,55000,23,married,"retired,secondary",yes,no,yes,yes,cellular,7,"aug, 2017",2.03333333333333 min,2,-1,0,unknown,no
19572,54,0,10,married,"unknown,tertiary",yes,no,no,no,cellular,7,"aug, 2017",2.5 min,2,-1,0,unknown,no
19573,38,60000,369,single,"technician,tertiary",no,no,no,no,cellular,7,"aug, 2017",6.08333333333333 min,8,-1,0,unknown,no
19574,58,60000,641,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",3.81666666666667 min,2,-1,0,unknown,no
19575,50,70000,5569,married,"services,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.71666666666667 min,4,-1,0,unknown,no
19576,35,60000,5059,single,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",1.91666666666667 min,2,-1,0,unknown,no
19577,46,100000,1514,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.56666666666667 min,2,-1,0,unknown,no
19578,47,100000,5999,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",1.5 min,2,-1,0,unknown,no
19579,51,20000,2315,married,"blue-collar,primary",yes,no,no,no,cellular,7,"aug, 2017",1.85 min,2,-1,0,unknown,no
19580,32,100000,663,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",1.76666666666667 min,4,-1,0,unknown,no
19581,60,16000,2008,married,"housemaid,primary",yes,no,no,no,cellular,7,"aug, 2017",1.75 min,2,-1,0,unknown,no
19582,30,60000,14355,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",4.06666666666667 min,2,-1,0,unknown,no
19583,50,60000,423,married,"technician,secondary",yes,no,no,no,telephone,7,"aug, 2017",3.4 min,4,-1,0,unknown,no
19584,42,60000,-1781,married,"self-employed,tertiary",yes,no,yes,yes,cellular,7,"aug, 2017",3.28333333333333 min,2,-1,0,unknown,no
19585,31,60000,-556,married,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",1.91666666666667 min,2,-1,0,unknown,no
19586,45,60000,983,married,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",2.58333333333333 min,2,-1,0,unknown,no
19587,55,16000,4235,married,"housemaid,tertiary",yes,no,no,no,cellular,7,"aug, 2017",16.2166666666667 min,4,-1,0,unknown,no
19588,46,16000,1175,married,"housemaid,primary",yes,no,no,no,cellular,7,"aug, 2017",3.01666666666667 min,2,-1,0,unknown,no
19589,35,60000,176,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.28333333333333 min,2,-1,0,unknown,no
19590,53,20000,787,married,"blue-collar,primary",yes,no,yes,yes,cellular,7,"aug, 2017",1.98333333333333 min,2,-1,0,unknown,no
19591,32,60000,150,married,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",3.85 min,2,-1,0,unknown,no
19592,33,60000,35,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",5.76666666666667 min,4,-1,0,unknown,no
19593,45,60000,1288,married,"self-employed,primary",yes,no,no,no,cellular,7,"aug, 2017",6.65 min,6,-1,0,unknown,no
19594,56,20000,317,married,"blue-collar,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.86666666666667 min,7,-1,0,unknown,no
19595,45,60000,970,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.6 min,4,-1,0,unknown,no
19596,32,60000,-23,single,"technician,secondary",yes,no,no,yes,cellular,7,"aug, 2017",2.53333333333333 min,5,-1,0,unknown,no
19597,34,16000,1969,married,"housemaid,secondary",yes,no,no,no,cellular,7,"aug, 2017",4.2 min,4,-1,0,unknown,no
19598,37,100000,200,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",4.31666666666667 min,4,-1,0,unknown,no
19599,40,60000,998,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.21666666666667 min,7,-1,0,unknown,no
19600,56,60000,1093,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.48333333333333 min,4,-1,0,unknown,no
19601,51,100000,15904,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",8.4 min,4,-1,0,unknown,no
19602,45,20000,1583,married,"blue-collar,secondary",yes,no,yes,no,cellular,7,"aug, 2017",1.4 min,7,-1,0,unknown,no
19603,35,120000,753,married,"entrepreneur,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.11666666666667 min,4,-1,0,unknown,no
19604,38,100000,112,divorced,"management,tertiary",no,no,yes,no,cellular,7,"aug, 2017",4.43333333333333 min,4,-1,0,unknown,no
19605,36,100000,812,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.65 min,4,-1,0,unknown,no
19606,50,16000,152,married,"housemaid,primary",yes,no,no,no,cellular,7,"aug, 2017",1.78333333333333 min,4,-1,0,unknown,no
19607,52,20000,1515,married,"blue-collar,primary",yes,no,no,no,cellular,7,"aug, 2017",0.333333333333333 min,4,-1,0,unknown,no
19608,45,20000,9680,married,"blue-collar,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.48333333333333 min,4,-1,0,unknown,no
19609,30,100000,3330,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.81666666666667 min,6,-1,0,unknown,no
19610,51,20000,0,married,"blue-collar,primary",yes,no,no,no,cellular,7,"aug, 2017",3.8 min,6,-1,0,unknown,no
19611,48,50000,1403,married,"admin.,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.26666666666667 min,2,-1,0,unknown,no
19612,39,100000,2666,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.6 min,2,-1,0,unknown,no
19613,45,120000,169,married,"entrepreneur,tertiary",yes,no,no,no,cellular,7,"aug, 2017",6.51666666666667 min,4,-1,0,unknown,no
19614,32,100000,4291,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",22.0166666666667 min,9,-1,0,unknown,yes
19615,57,60000,6822,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",13.2833333333333 min,2,-1,0,unknown,yes
19616,50,20000,1176,married,"blue-collar,secondary",yes,no,no,no,cellular,7,"aug, 2017",4.68333333333333 min,2,-1,0,unknown,no
19617,30,60000,1,single,"technician,secondary",yes,yes,no,no,cellular,7,"aug, 2017",6.78333333333333 min,4,-1,0,unknown,no
19618,36,60000,0,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.85 min,2,-1,0,unknown,no
19619,49,20000,0,married,"blue-collar,primary",yes,no,yes,no,cellular,7,"aug, 2017",1.26666666666667 min,3,-1,0,unknown,no
19620,50,20000,123,married,"blue-collar,unknown",no,no,yes,no,cellular,7,"aug, 2017",4.6 min,2,-1,0,unknown,no
19621,56,60000,445,married,"self-employed,secondary",yes,no,no,no,cellular,7,"aug, 2017",0.983333333333333 min,2,-1,0,unknown,no
19622,55,55000,173,married,"retired,primary",yes,no,no,no,cellular,7,"aug, 2017",2.8 min,2,-1,0,unknown,no
19623,37,100000,489,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",3.41666666666667 min,5,-1,0,unknown,no
19624,32,100000,577,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",1.68333333333333 min,2,-1,0,unknown,no
19625,60,20000,3462,married,"blue-collar,primary",yes,no,no,no,cellular,7,"aug, 2017",2.08333333333333 min,2,-1,0,unknown,no
19626,32,100000,1966,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",7.26666666666667 min,4,-1,0,unknown,no
19627,48,60000,309,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",3.16666666666667 min,2,-1,0,unknown,no
19628,48,20000,1791,married,"blue-collar,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.05 min,2,-1,0,unknown,no
19629,53,60000,20,married,"self-employed,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",3.63333333333333 min,2,-1,0,unknown,no
19630,45,120000,770,married,"entrepreneur,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.08333333333333 min,2,-1,0,unknown,no
19631,53,100000,349,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",2.43333333333333 min,2,-1,0,unknown,no
19632,60,70000,6557,married,"services,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.56666666666667 min,2,-1,0,unknown,no
19633,56,70000,4719,married,"services,secondary",yes,no,yes,yes,cellular,7,"aug, 2017",1.36666666666667 min,4,-1,0,unknown,no
19634,33,100000,3915,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.08333333333333 min,4,-1,0,unknown,no
19635,33,100000,1308,single,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",3.23333333333333 min,6,-1,0,unknown,no
19636,37,60000,5239,married,"technician,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.11666666666667 min,2,-1,0,unknown,no
19637,37,60000,5733,divorced,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",1.75 min,4,-1,0,unknown,no
19638,53,20000,1388,married,"blue-collar,primary",yes,no,no,no,cellular,7,"aug, 2017",2.31666666666667 min,4,-1,0,unknown,no
19639,40,60000,192,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",4.43333333333333 min,2,-1,0,unknown,no
19640,37,20000,359,married,"blue-collar,tertiary",yes,no,no,yes,cellular,7,"aug, 2017",57.0333333333333 min,2,-1,0,unknown,no
19641,36,60000,333,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",0.733333333333333 min,2,-1,0,unknown,no
19642,57,50000,46,married,"admin.,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.96666666666667 min,2,-1,0,unknown,no
19643,44,100000,71,divorced,"management,tertiary",no,no,yes,no,cellular,7,"aug, 2017",2.36666666666667 min,2,-1,0,unknown,no
19644,44,60000,1371,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.65 min,3,-1,0,unknown,no
19645,34,100000,834,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.03333333333333 min,2,-1,0,unknown,no
19646,55,50000,2430,married,"admin.,secondary",yes,no,yes,no,cellular,7,"aug, 2017",3.85 min,2,-1,0,unknown,no
19647,51,100000,2125,married,"management,tertiary",yes,no,no,yes,cellular,7,"aug, 2017",0.333333333333333 min,2,-1,0,unknown,no
19648,47,70000,675,married,"services,primary",yes,no,no,no,cellular,7,"aug, 2017",2.53333333333333 min,2,-1,0,unknown,no
19649,57,100000,320,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.26666666666667 min,2,-1,0,unknown,no
19650,31,60000,754,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.41666666666667 min,2,-1,0,unknown,no
19651,57,100000,4547,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",5.23333333333333 min,4,-1,0,unknown,no
19652,41,60000,231,married,"self-employed,tertiary",yes,no,no,no,cellular,7,"aug, 2017",5.86666666666667 min,2,-1,0,unknown,yes
19653,46,50000,22,married,"admin.,secondary",yes,no,yes,no,cellular,7,"aug, 2017",6.9 min,4,-1,0,unknown,no
19654,58,55000,225,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.03333333333333 min,6,-1,0,unknown,no
19655,35,100000,416,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",2.71666666666667 min,4,-1,0,unknown,no
19656,61,16000,746,married,"housemaid,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.8 min,4,-1,0,unknown,no
19657,33,60000,1500,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.21666666666667 min,4,-1,0,unknown,no
19658,57,55000,4490,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.68333333333333 min,2,-1,0,unknown,no
19659,51,55000,0,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.18333333333333 min,4,-1,0,unknown,no
19660,46,60000,2098,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",1.83333333333333 min,2,-1,0,unknown,no
19661,35,60000,632,single,"technician,tertiary",no,no,no,no,cellular,7,"aug, 2017",2.35 min,1,-1,0,unknown,no
19662,30,100000,0,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",1.23333333333333 min,1,-1,0,unknown,no
19663,31,100000,53,single,"management,tertiary",no,no,yes,no,cellular,7,"aug, 2017",2.75 min,3,-1,0,unknown,no
19664,31,60000,319,single,"technician,tertiary",no,no,no,yes,cellular,7,"aug, 2017",7.43333333333333 min,1,-1,0,unknown,no
19665,59,100000,1002,divorced,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",3.35 min,2,-1,0,unknown,no
19666,48,100000,399,single,"management,tertiary",no,no,no,yes,cellular,7,"aug, 2017",2.1 min,1,-1,0,unknown,no
19667,50,60000,3176,married,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",11.1666666666667 min,1,-1,0,unknown,yes
19668,56,55000,255,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",8.01666666666667 min,1,-1,0,unknown,no
19669,55,20000,7303,married,"blue-collar,primary",yes,no,yes,no,cellular,7,"aug, 2017",2.76666666666667 min,3,-1,0,unknown,no
19670,46,60000,-824,divorced,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",7.15 min,3,-1,0,unknown,yes
19671,33,100000,584,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",4.48333333333333 min,3,-1,0,unknown,no
19672,56,20000,1214,married,"blue-collar,primary",yes,no,no,yes,cellular,7,"aug, 2017",1.75 min,1,-1,0,unknown,no
19673,31,100000,676,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",19.7 min,1,-1,0,unknown,yes
19674,41,60000,0,single,"self-employed,tertiary",no,no,no,no,cellular,7,"aug, 2017",6.8 min,1,-1,0,unknown,no
19675,57,55000,256,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",3.3 min,4,-1,0,unknown,no
19676,55,70000,224,married,"services,secondary",yes,no,no,no,cellular,7,"aug, 2017",3 min,3,-1,0,unknown,no
19677,42,16000,83,married,"housemaid,primary",yes,no,no,yes,cellular,7,"aug, 2017",3.06666666666667 min,1,-1,0,unknown,no
19678,43,100000,-334,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",4.85 min,1,-1,0,unknown,no
19679,52,100000,-803,divorced,"management,tertiary",no,no,yes,no,cellular,7,"aug, 2017",2.18333333333333 min,3,-1,0,unknown,no
19680,45,100000,724,married,"management,secondary",yes,no,yes,yes,cellular,7,"aug, 2017",1.95 min,1,-1,0,unknown,no
19681,40,100000,1038,divorced,"management,tertiary",no,no,no,no,cellular,7,"aug, 2017",2.7 min,5,-1,0,unknown,no
19682,34,100000,2611,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",3.91666666666667 min,8,-1,0,unknown,no
19683,49,60000,790,divorced,"technician,secondary",yes,no,yes,no,cellular,7,"aug, 2017",5.4 min,3,-1,0,unknown,no
19684,36,60000,651,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",14.6 min,1,-1,0,unknown,yes
19685,36,100000,0,single,"management,tertiary",no,no,yes,yes,cellular,7,"aug, 2017",2.03333333333333 min,5,-1,0,unknown,no
19686,33,60000,-479,single,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",3.91666666666667 min,1,-1,0,unknown,no
19687,31,20000,196,married,"blue-collar,primary",yes,no,no,no,cellular,7,"aug, 2017",4.13333333333333 min,1,-1,0,unknown,no
19688,33,100000,5,married,"management,tertiary",yes,no,yes,no,unknown,7,"aug, 2017",0.2 min,1,-1,0,unknown,no
19689,35,100000,15298,married,"management,tertiary",yes,no,no,no,cellular,7,"aug, 2017",10.7 min,3,-1,0,unknown,no
19690,44,100000,10950,married,"management,tertiary",yes,no,yes,no,cellular,7,"aug, 2017",1.4 min,1,-1,0,unknown,no
19691,45,60000,2657,divorced,"technician,secondary",yes,no,no,no,cellular,7,"aug, 2017",14.9166666666667 min,3,-1,0,unknown,yes
19692,56,55000,1956,married,"retired,secondary",yes,no,no,no,cellular,7,"aug, 2017",2.1 min,2,-1,0,unknown,no
